id,text,commodity_id,writer,date,recommend
1372,Material is thin; quality is reasonable given the price. Sizes run small. 3XL doesn't fit a UK12.,1,*******,2016/11/6,Recommend
1373,Received. It 's unfortunate that the pants are right and the clothes are not my size.,1,*******,2016/11/6,netural
1374,Fast delivery n good condition. Thks seller,1,*******,2016/11/6,Recommend
1375,item cuts are odd despite 'correct' sizes and material is poor,1,*******,2016/11/6,Not Recommend
1376,Received.............................,1,*******,2016/11/6,Highly Recommend
1377,Fast delivery I'm happy with my purchase thanks,1,*******,2016/11/6,Highly Recommend
1378,Received 3 dresses in good condition. Thanks!,1,*******,2016/11/6,Highly Recommend
1379,"so disappointed of the material,it was nt what info give",1,*******,2016/11/6,Not Recommend
1380,"Haven't try yet, fabric not bad",1,*******,2016/11/6,Recommend
1381,DELIVERY VERY FAST . ITEM OKAY FOR THE PRICE,1,*******,2016/11/6,netural
1382,Worth for money. Quite thick fabric but of a good quality.,1,*******,2016/11/6,Highly Recommend
1383,Fast delivery &amp; good quality. Order many times already,1,*******,2016/11/6,Highly Recommend
1384,Fast delivery and size is ok.,1,*******,2016/11/6,Highly Recommend
1385,Love the material and size is just nice!,1,*******,2016/11/6,Highly Recommend
1386,T-shirt is ok but a little smaller than the actual measurement. Should select a size bigger. Short is òk. Blouse is ok.,1,*******,2016/11/6,netural
1387,The delivery take quite Long to receive it,1,*******,2016/11/6,netural
1388,"One item - maroon wine-coloured jacket look and feel of the real item is a far cry from the picture. Poor workmanship and really lousy quality. Trimmings are made of cheap cotton. Looks aweful. \
\
Of the 5 items ordered, one was in wrong size. I wait to see if seller will respond. \
\
Another shorts I ordered - looks so nice in picture but actual product was lousy. Very cheap polyester material. \
\
I AM DISAPPOINTED. BUY AT YOUR OWN RISK",1,*******,2016/11/5,netural
1389,It's a nice pants fit perfectly,1,*******,2016/11/5,Highly Recommend
1390,Once received the post was exited but after unpack all cloths a bit faint....the quality to show in website was so good but the real one is so poor...i bought 5 sets and i can wear it only 2 of them!!,1,*******,2016/11/5,netural
1391,Actual dress does not look like the picture at all. It's so short that it can only cover your hip. How can there be such a great difference??!! The material is so rough that I think our skin will bleed!! Feel so cheated even at a cheap price!! Look like a piece of shit! Don't buy. You will regret badly!!,1,*******,2016/11/5,Not Recommend
1392,Men work is not that good. Material is not suitable in Singapore.,1,*******,2016/11/5,netural
1393,"My many times purchase wif the same supplier. \
Fast and prompt delivery.\
Thank you.",1,*******,2016/11/5,Highly Recommend
1394,Recd in gd condition. Gd n soft material and fast delivery,1,*******,2016/11/5,Highly Recommend
1395,Nice material and fast delivery,1,*******,2016/11/5,Recommend
1396,Dress too short. Belt is not long enough,1,*******,2016/11/5,netural
1397,Received items in good condition and fast delivery.,1,*******,2016/11/5,Highly Recommend
1398,"Fast Delivery, not too bad for the price paid",1,*******,2016/11/5,Recommend
1399,"Material is good for this price, delivery took 1 week very happy with my buy",1,*******,2016/11/5,Highly Recommend
1400,Delivery was prompt. Quality isn't that good but expected from the price.,1,*******,2016/11/5,Recommend
1401,Ordered 2 items. Received the items very quickly. Quality is as what you pay. Don't expect it will last.,1,*******,2016/11/5,Recommend
1402,XL size looks like M only. It is smaller. Different from dimension stated.,1,*******,2016/11/5,Not Recommend
1403,Power itemb... love it to the max,1,*******,2016/11/5,Highly Recommend
1404,Power love it .... quality good,1,*******,2016/11/5,Highly Recommend
1405,"Service and shipping is good, items is really cheap but poor quality. U paid what u get.",1,*******,2016/11/5,netural
1406,Item receiver n deliver r fast.,1,*******,2016/11/4,netural
1407,definitely would buy again,1,*******,2016/11/4,Highly Recommend
1408,Too big .not skinny pant .disappointed when received iteam.,1,*******,2016/11/4,netural
1409,Received a call before the goods are sent. Good service. Dress received in good condition but too short. Don't think will wear,1,*******,2016/11/4,netural
1410,"Bought the items around last Saturday, received 20 minutes ago. Shocked that he deliver to me at this kind of late hours. The cutting of the item is too big, even though I bought S. Not satisfied with the purchase as the clothes are not really like the ones shown in the pictures.",1,*******,2016/11/4,netural
1411,"For the price paid, quality is acceptable.\
Design is slightly different from pictures...",1,*******,2016/11/4,Recommend
1412,Okokokokokokokokok............,1,*******,2016/11/4,Recommend
1413,"measurements are ok but the cutting is a bit off... for bigger sizes, the belt provided is way too short. the dresses are shorter than specified also, but all that aside, it's ok!! decent for the prices paid.",1,*******,2016/11/4,Recommend
1414,"Quality of materials and workmanship of clothes are so so only. If looking for cheap buy clothes that won't last for long, can always buy from this seller. Sizes are quite close to the size charts given.",1,*******,2016/11/4,netural
1415,The shirt is too big so recommend to get a size down overall not bad fast delivery,1,*******,2016/11/4,Highly Recommend
1416,"The measurement is totally out, by 20cm so I can't wear this at all. Disappointed.",1,*******,2016/11/4,netural
1417,Prompt delivery. Well recommended!,1,*******,2016/11/4,Highly Recommend
1418,The clothes are of Poor quality and come with a strong smell.,1,*******,2016/11/4,Not Recommend
1419,fast and prompt delivery. items in good condition,1,*******,2016/11/4,Recommend
1420,All received but seller sent 1 wrong size. Ordered clearly stated there 5XL but gave me 4XL. How to wear if small? If big still ok 1 size diff if small can't be use at all! Why never check before sending!,1,*******,2016/11/4,netural
1421,Received in a good condition!,1,*******,2016/11/4,Highly Recommend
1422,"Fast delivery \
Items received in good condition",1,*******,2016/11/4,Highly Recommend
1423,Very satisfied this item and received in good condition. Recommend to buy.,1,*******,2016/11/4,Highly Recommend
1424,Item exactly as ordered. Fast delivery also,1,*******,2016/11/4,Highly Recommend
1425,Item recieved in good condition and fast delivery.  Navy color in actual product is darker than in the picture,1,*******,2016/11/4,Recommend
1426,"fast delivery , overall is not bad will buy again",1,*******,2016/11/4,Highly Recommend
1427,It is really good.. purchase quite alot of time..,1,*******,2016/11/4,Highly Recommend
1428,"Received items on time. Reliable supplier. But only happy with 2 out of my 5 purchased items. The other 3 are not so nice. 1 of it is too tight. Price are reasonable since there are promo. If no promo, will think twice befire buying.",1,*******,2016/11/4,Recommend
1429,Good good good and nice.,1,*******,2016/11/4,Highly Recommend
1430,Material quite thin and does not looks like the picture but still acceptable,1,*******,2016/11/4,Highly Recommend
1431,Material Ok for price paid. Fits me well.,1,*******,2016/11/3,Recommend
1432,Fast in delivery... but it too big for me even I order the smallest size.,1,*******,2016/11/3,Recommend
1433,"Order on Oct 23, received on Oct 26. Items true to picture and sizing are correct. My favorite piece is the photo shown, quality is good, thanks seller!",1,*******,2016/11/3,Highly Recommend
1434,Fast delivery....I like it so much will buy more again.thank you seller,1,*******,2016/11/3,Recommend
1435,"Fast delivery,  quality of clothes,...so so only",1,*******,2016/11/3,Recommend
1436,"Fast delivery, material good but I bought too big",1,*******,2016/11/3,Highly Recommend
1437,Material too thin but fits the price. Received all 4 items in good order.,1,*******,2016/11/3,netural
1438,"Sizes were quite accurate,  price is very reasonable for the quality and delivery was quite fast.  While consider purchasing more items from seller.",1,*******,2016/11/3,Highly Recommend
1439,Quality is not very good..esp the jacket..material is too thin,1,*******,2016/11/3,netural
1440,All good. Sometimes size a bit different,1,*******,2016/11/3,Highly Recommend
1441,Item is in good condition and fast delivery,1,*******,2016/11/3,Highly Recommend
1442,Order 4pcs. 1 need alteration. Lucky I ordered 1 size bigger. Satisfied with the order. Thumbs up.,1,*******,2016/11/3,Recommend
1443,Fast delivery ! Good material.,1,*******,2016/11/3,Highly Recommend
1444,not true to sizing &amp; photo. item completely different than photo. quality is meh,1,*******,2016/11/3,Not Recommend
1445,received in good condition. will buy again :),1,*******,2016/11/3,Highly Recommend
1446,Delivery delayed. Quality not as good as expected probably due to the price as well.,1,*******,2016/11/3,netural
1447,"Size smaller, colour slight diff",1,*******,2016/11/3,netural
1448,Very worth it ! Nice material and very good service . Pls hv more promotion and will buy again !,1,*******,2016/11/3,Highly Recommend
1449,Fast delivery n good quality.,1,*******,2016/11/3,Highly Recommend
1450,"Pants ' cutting too big , clothes too small",1,*******,2016/11/3,Recommend
1451,"布置个人觉得不是和好，有点粗糙不过价钱公道！\
尺码也刚刚好�?,1""",*******,2016/11/3,netural,
1452,Got within a week. Get what u pay for. Overall satisfied.,1,*******,2016/11/3,Recommend
1453,Thanks to Seller. Good quality for the price. 2nd time ordering.,1,*******,2016/11/3,Recommend
1454,Best all material good n size up to expectation,1,*******,2016/11/3,Highly Recommend
1455,"Delivery take 2 weeks, order 3pcs all material not cotton. Like the design and fitted well to me. But disappointed with the material.....",1,*******,2016/11/3,netural
1456,not bad...quality ok and fast delivery,1,*******,2016/11/2,Recommend
1457,Item receive but is very big.,1,*******,2016/11/2,Not Recommend
1458,"Nice &amp; cheap!\
 Comfortable materials! \
 Well packaged! \
 Thanks you seller!",1,*******,2016/11/2,Highly Recommend
